Aircraft Type,Cause Category,Weather,Flight Phase,Damage Level,Event Count
Air.Tractor AT802,Unknown,VMC,Unknown,Destroyed,2
Stinson 108-1,Unknown,VMC,Unknown,Substantial,2
Ayres S2R-G10,Human Error,VMC,Unknown,Substantial,2
Air.Tractor AT802,Unknown,VMC,Unknown,Substantial,2
Bell OH 58,Human Error,VMC,Unknown,Substantial,2
Aeronca 15AC,General,VMC,Maneuvering,Substantial,2
Aeronca 15AC,General,VMC,Landing,Substantial,2
Bell OH 58A,Unknown,VMC,Unknown,Substantial,2
Ayres S2R-G10,General,VMC,Takeoff,Destroyed,2
Bell OH 58C,Human Error,VMC,Unknown,Substantial,2
Robinson R22 Beta 2,General,VMC,Landing,Substantial,2
Bell OH-58,Unknown,UNK,Unknown,Substantial,2
Stinson 108,General,VMC,Maneuvering,Substantial,2
Robinson R22A,General,VMC,Landing,Substantial,2
Air.Tractor AT402,Unknown,UNK,Unknown,Destroyed,2
Universal.Stinson 108,Mechanical Failure,VMC,Unknown,Substantial,2
Ayres.Corporation S2R-G6,Human Error,VMC,Unknown,Substantial,2
Robinson R44,Unknown,UNK,Unknown,Minor,2
Ayres.Corporation S2R-G10,Human Error,VMC,Unknown,Substantial,2
Air.Tractor AT-502B,General,VMC,Cruise,Substantial,2
Air.Tractor AT-502B,General,VMC,Landing,Minor,2
Bell 47H-1,General,VMC,Takeoff,Destroyed,2
Robinson R44,Other,VMC,Unknown,Destroyed,2
Bell 47J,General,VMC,Maneuvering,Substantial,2
Robinson R44,Human Error,IMC,Unknown,Destroyed,2
Air.Tractor AT-602,General,VMC,Landing,Substantial,2
Air.Tractor AT-602,General,VMC,Maneuvering,Destroyed,2
Ayres.Corporation S2R T34,Human Error,VMC,Unknown,Substantial,2
Robinson R44,General,VMC,Takeoff,Destroyed,2
Air.Tractor AT-602,Human Error,VMC,Unknown,Destroyed,2
Bell 47J-2A,General,VMC,Maneuvering,Substantial,2
Robinson R22A,General,VMC,Maneuvering,Destroyed,2
Robinson R44,General,VMC,Maneuvering,Destroyed,2
Bell 47J2,General,VMC,Cruise,Destroyed,2
Bell 47J2A,General,VMC,Cruise,Substantial,2
Aeronca 65-CA,General,VMC,Maneuvering,Substantial,2
Aeronca 65-CA,General,VMC,Cruise,Substantial,2
Air.Tractor AT-802A,General,VMC,Landing,Substantial,2
Air.Tractor AT-802A,General,VMC,Maneuvering,Destroyed,2
Air.Tractor AT-802A,Human Error,VMC,Unknown,Substantial,2
Robinson R44,General,UNK,Unknown,Substantial,2
Air.Tractor AT301,General,VMC,Approach,Substantial,2
Robinson R22HP,General,VMC,Maneuvering,Substantial,2
Ayres S2RT34,General,VMC,Maneuvering,Destroyed,2
Ayres S2R600,General,VMC,Cruise,Substantial,2
Bell BH-206-B,General,VMC,Landing,Substantial,2
Aeronca O-58B,General,VMC,Maneuvering,Destroyed,2
Beech 55,General,VMC,Takeoff,Destroyed,2
Beech 55,General,VMC,Taxi,Substantial,2
Beech D17,Human Error,VMC,Unknown,Substantial,2
Beech B-60,General,VMC,Cruise,Substantial,2
Beech B-60,General,VMC,Takeoff,Destroyed,2
Beech B-60,General,VMC,Taxi,Substantial,2
Aerospatiale ATR-42-300,General,VMC,Standing,Substantial,2
Beech D17S,General,VMC,Approach,Substantial,2
Beech B-60,Human Error,VMC,Unknown,Substantial,2
Aerostar RX-7,General,VMC,Cruise,Unknown,2
Schleicher ASW 20,Human Error,VMC,Unknown,Substantial,2
Aerostar RX-7,General,VMC,Approach,Substantial,2
Aerostar RX 8,General,VMC,Landing,Unknown,2
Beech D-45,General,VMC,Maneuvering,Destroyed,2
Schleicher ASK21,Human Error,VMC,Unknown,Substantial,2
Beech B100,General,IMC,Approach,Destroyed,2
Beech B100,General,IMC,Landing,Substantial,2
Aerostar RX-8,General,VMC,Cruise,Substantial,2
Beech D18S,General,IMC,Approach,Destroyed,2
Aerostar RX-8,General,VMC,Landing,Unknown,2
Sea.&.Sky.Inc KRUCKER CYGNET,Unknown,VMC,Unknown,Substantial,2
Beech B-58,General,VMC,Landing,Substantial,2
Beech D35,General,IMC,Cruise,Destroyed,2
Waco AGC-8,General,VMC,Landing,Substantial,2
Beech B-55,General,VMC,Standing,Substantial,2
Beech B-35,General,VMC,Takeoff,Substantial,2
Aerostar RXS-8,General,VMC,Landing,Unknown,2
Beech D50C,General,VMC,Takeoff,Substantial,2
Beech D50E,General,VMC,Cruise,Substantial,2
Beech D55,General,IMC,Approach,Substantial,2
Beech D55,General,VMC,Cruise,Destroyed,2
Beech D55,General,VMC,Takeoff,Destroyed,2
Beech D95,Human Error,VMC,Unknown,Substantial,2
Beech D95A,General,VMC,Go_around,Destroyed,2
Schleicher ASW 19B,Human Error,VMC,Unknown,Substantial,2
Beech D-18S,General,VMC,Takeoff,Substantial,2
Beech B24R,Human Error,VMC,Unknown,Substantial,2
Beech C90,General,IMC,Descent,Destroyed,2
Schweizer.Aircraft.Corp G-164B,Unknown,VMC,Unknown,Substantial,2
Beech B200,General,VMC,Landing,Substantial,2
Schweizer.Aircraft.Corp G-164B,Mechanical Failure,VMC,Unknown,Substantial,2
Beech C90,Human Error,VMC,Unknown,Destroyed,2
Schleicher ASW-20B,Human Error,VMC,Unknown,Substantial,2
Beech B200,Human Error,IMC,Unknown,Substantial,2
Schweizer(Hughes)Aircraft.Corp TH55A/269A,Human Error,VMC,Unknown,Substantial,2
Beech B100,Human Error,IMC,Unknown,Destroyed,2
Beech B23,General,VMC,Approach,Substantial,2
Beech C35,General,VMC,Takeoff,Destroyed,2
Beech C35,General,VMC,Landing,Destroyed,2
Beech C35,General,VMC,Climb,Substantial,2
Beech B24R,General,VMC,Landing,Destroyed,2
Beech C35,General,IMC,Cruise,Destroyed,2
Schleicher ASW-20,General,VMC,Cruise,Substantial,2
Schleicher ASW-20,General,VMC,Approach,Substantial,2
Beech B200,General,VMC,Cruise,Destroyed,2
Beech B200,General,VMC,Approach,Destroyed,2
Beech C90A,General,VMC,Landing,Substantial,2
Waco CTO,Human Error,VMC,Unknown,Substantial,2
Beech C90A,Unknown,UNK,Unknown,Substantial,2
Beech C90B,General,UNK,Unknown,Substantial,2
Beech B19,Mechanical Failure,VMC,Unknown,Substantial,2
Schleicher ASW-19,General,VMC,Takeoff,Substantial,2
Beech B19,General,VMC,Takeoff,Destroyed,2
Beech B19,General,VMC,Maneuvering,Destroyed,2
Beech B19,General,VMC,Landing,Destroyed,2
Scorpion 133,General,VMC,Maneuvering,Substantial,2
Beech C99,General,VMC,Maneuvering,Destroyed,2
Aerostar RAVEN S57-A,General,VMC,Landing,Unknown,2
Beech B100,Human Error,VMC,Unknown,Substantial,2
Beech E 55,Human Error,VMC,Unknown,Substantial,2
Beech E 90,Human Error,VMC,Unknown,Substantial,2
Beech E-18S,General,IMC,Cruise,Destroyed,2
Beech A36,General,IMC,Landing,Substantial,2
Beech E90,General,IMC,Approach,Destroyed,2
Beech A35,Human Error,VMC,Unknown,Destroyed,2
Beech A35,Unknown,VMC,Unknown,Substantial,2
Beech A36,General,IMC,Climb,Destroyed,2
Beech A36,General,IMC,Go_around,Destroyed,2
Beech E55,General,VMC,Maneuvering,Destroyed,2
Beech E55,General,IMC,Climb,Destroyed,2
Schempp-Hirth VENTUS 2CT,Human Error,VMC,Unknown,Substantial,2
Beech A36,General,UNK,Unknown,Destroyed,2
Beech E35,Unknown,VMC,Unknown,Destroyed,2
Beech E35,Human Error,VMC,Unknown,Substantial,2
Beech A36,General,VMC,Maneuvering,Substantial,2
Beech A36,General,VMC,Standing,Substantial,2
Beech A36,General,VMC,Unknown,Substantial,2
Beech A35,General,VMC,Cruise,Destroyed,2
Beech A33,General,VMC,Takeoff,Substantial,2
Beech E90,General,VMC,Takeoff,Minor,2
Beech E90,Human Error,VMC,Unknown,Destroyed,2
Beech A24R,Human Error,VMC,Unknown,Substantial,2
Beech A24R,General,VMC,Takeoff,Substantial,2
Beech F-33A,General,VMC,Climb,Substantial,2
Beech A24R,General,VMC,Takeoff,Destroyed,2
Beech F-33A,General,VMC,Maneuvering,Destroyed,2
Beech F-33A,General,VMC,Takeoff,Substantial,2
Beech F-33A,General,VMC,Taxi,Substantial,2
Beech A24R,General,VMC,Maneuvering,Destroyed,2
Beech A24R,General,VMC,Cruise,Destroyed,2
Beech A24R,General,VMC,Climb,Substantial,2
Beech F33,General,VMC,Cruise,Substantial,2
Beech A23A,General,VMC,Maneuvering,Destroyed,2
Beech A23A,General,IMC,Cruise,Destroyed,2
Beech A36,Human Error,VMC,Unknown,Unknown,2
Beech A36,Unknown,IMC,Unknown,Destroyed,2
Beech A36,Unknown,IMC,Unknown,Substantial,2
Beech E18S,General,VMC,Climb,Minor,2
Schempp-Hirth VENTUS 2CM,Human Error,VMC,Unknown,Substantial,2
Beech B 55,Human Error,VMC,Unknown,Substantial,2
Schempp-Hirth STANDARD CIRRUS,General,VMC,Cruise,Substantial,2
Beech E-55,General,VMC,Takeoff,Substantial,2
Beech E-90,General,VMC,Takeoff,Destroyed,2
Beech E-90,Unknown,IMC,Unknown,Destroyed,2
Aerospatiale AS355F1,General,VMC,Cruise,Substantial,2
Beech A45,General,VMC,Maneuvering,Substantial,2
Beech E18S,General,IMC,Approach,Substantial,2
Beech E18S,General,IMC,Cruise,Destroyed,2
Beech E18S,General,IMC,Cruise,Substantial,2
Beech E18S,General,IMC,Takeoff,Destroyed,2
Beech A36TC,Unknown,VMC,Unknown,Substantial,2
Beech E18S,General,VMC,Climb,Destroyed,2
Aerospatiale AS350D,General,VMC,Maneuvering,Destroyed,2
Beech A36,Unknown,UNK,Unknown,Unknown,2
Beech A36TC,Mechanical Failure,VMC,Unknown,Substantial,2
Beech E18S,General,VMC,Landing,Minor,2
Beech E18S,General,VMC,Standing,Substantial,2
Beech E18S,General,VMC,Unknown,Substantial,2
Aerostar S-60A,General,VMC,Landing,Unknown,2
Schempp-Hirth CIRRUS,General,VMC,Approach,Substantial,2
Beech A36TC,General,VMC,Takeoff,Destroyed,2
Beech A36TC,General,VMC,Maneuvering,Destroyed,2
Aerospatiale AS350BA,Human Error,VMC,Unknown,Substantial,2
Beech A36TC,General,VMC,Climb,Destroyed,2
Aerospatiale AS350BA,General,VMC,Maneuvering,Substantial,2
Beech E33A,General,VMC,Takeoff,Substantial,2
Beech E33A,Human Error,VMC,Unknown,Substantial,2
Aerospatiale AS350BA,General,VMC,Landing,Substantial,2
Beech B24R,General,VMC,Takeoff,Destroyed,2
Schleicher K8B,General,VMC,Approach,Substantial,2
Bell 206-L1,General,VMC,Maneuvering,Substantial,2
Beech BE-23,General,VMC,Cruise,Substantial,2
Beech BE-77,General,VMC,Landing,Substantial,2
Schweizer G-164,General,VMC,Landing,Substantial,2
Aerospatiale SA-360C,General,VMC,Approach,Substantial,2
Schweizer SGS 1-26E,General,VMC,Takeoff,Substantial,2
Schweizer SGS 1-26E,General,VMC,Takeoff,Destroyed,2
Beech BE-23,General,VMC,Approach,Substantial,2
Schweizer G-164-A,General,VMC,Maneuvering,Substantial,2
Beech BE-60,General,IMC,Landing,Substantial,2
Schweizer SGS 1-26E,General,VMC,Approach,Destroyed,2
Waco UPF-7,General,VMC,Cruise,Destroyed,2
Schweizer SGS 1-26D,General,VMC,Landing,Substantial,2
Schweizer G-164A,General,VMC,Cruise,Substantial,2
Beech BE-76,General,VMC,Approach,Substantial,2
Beech BE-76,General,VMC,Approach,Destroyed,2
Beech BE-200,General,VMC,Landing,Substantial,2
Schweizer SGS 1-34,Human Error,VMC,Unknown,Substantial,2
Schweizer 300C,General,VMC,Unknown,Substantial,2
Schweizer 300C,General,VMC,Landing,Substantial,2
Schweizer 300C,General,VMC,Cruise,Substantial,2
Beech BE-200,General,IMC,Approach,Substantial,2
Aerospatiale SA-341G,General,VMC,Cruise,Substantial,2
Waco.Classic.Aircraft YMF F5C,Human Error,VMC,Unknown,Substantial,2
Waco UPF-7,General,VMC,Approach,Substantial,2
Aerospatiale SA-319B,General,VMC,Landing,Substantial,2
Waco.Classic.Aircraft.Corp 2T-1A-2,Human Error,VMC,Unknown,Substantial,2
Schweizer SGS 1-35,General,VMC,Landing,Substantial,2
Schweizer 269C-1,Mechanical Failure,VMC,Unknown,Substantial,2
Schweizer 269C-1,General,VMC,Cruise,Substantial,2
Schweizer SGS 1-36,General,VMC,Descent,Substantial,2
Schweizer 269C,Human Error,VMC,Unknown,Destroyed,2
Waco UPF 7,Mechanical Failure,VMC,Unknown,Substantial,2
Aerospatiale SA315B,General,VMC,Cruise,Substantial,2
Schweizer SGS 1-26C,General,VMC,Approach,Substantial,2
Beech C24R,Human Error,VMC,Unknown,Destroyed,2
Beech BE-35,General,VMC,Landing,Substantial,2
Schweizer G164A,General,VMC,Takeoff,Substantial,2
Waco YKS 7,Human Error,VMC,Unknown,Substantial,2
Beech BE-55,General,VMC,Approach,Substantial,2
Beech BE-55,General,VMC,Approach,Destroyed,2
Schweizer G164B,General,VMC,Maneuvering,Substantial,2
Schweizer G164B,General,VMC,Takeoff,Destroyed,2
Waco UPF-7,Human Error,VMC,Unknown,Substantial,2
Waco YMF-5,General,VMC,Maneuvering,Substantial,2
Schweizer HUGHES 269C,General,VMC,Maneuvering,Substantial,2
Waco UPF-7,Mechanical Failure,VMC,Unknown,Substantial,2
Beech BE-35,General,VMC,Takeoff,Destroyed,2
Beech BE-35,General,VMC,Takeoff,Substantial,2
Aerospatiale SA341G,General,VMC,Maneuvering,Substantial,2
Waco UPF7,General,VMC,Landing,Substantial,2
Beech BE-55,General,VMC,Maneuvering,Destroyed,2
Beech BE-55,General,VMC,Takeoff,Substantial,2
Schweizer SGS 1-26A,General,VMC,Approach,Substantial,2
Schweizer G-164D,General,VMC,Takeoff,Substantial,2
Schweizer SGS 1-26A,General,VMC,Landing,Substantial,2
Aerospatiale SA316B,General,VMC,Takeoff,Substantial,2
Aerospatiale SA316B,General,VMC,Landing,Substantial,2
Aerospatiale SA316B,General,VMC,Cruise,Destroyed,2
Aerospatiale SA316B,General,VMC,Approach,Substantial,2
Beech BE-58,General,IMC,Takeoff,Destroyed,2
Beech BE-58,General,VMC,Cruise,Substantial,2
Schweizer G-164B,General,VMC,Descent,Substantial,2
Schweizer G-164B,General,VMC,Cruise,Destroyed,2
Beech BE-24,General,VMC,Landing,Substantial,2
Schweizer G-164B,General,VMC,Approach,Substantial,2
Beech BE-58P,General,VMC,Landing,Substantial,2
Aerospatiale TB-20,General,VMC,Takeoff,Substantial,2
Schweizer 269C,General,VMC,Unknown,Destroyed,2
Aerospatiale SA-315B,General,VMC,Maneuvering,Destroyed,2
Beech BE-18,General,VMC,Landing,Substantial,2
Schweizer SGS-2-33,General,VMC,Landing,Substantial,2
Beech B36TC,General,VMC,Climb,Substantial,2
Beech C23,General,IMC,Maneuvering,Destroyed,2
Beech B36TC,Human Error,VMC,Unknown,Destroyed,2
Beech B36TC,Mechanical Failure,VMC,Unknown,Substantial,2
Beech B36TC,Unknown,UNK,Unknown,Substantial,2
Beech B36TC,Unknown,VMC,Unknown,Destroyed,2
Beech C-99,General,VMC,Standing,Substantial,2
Schweizer 269C,General,VMC,Climb,Substantial,2
Waco QCF,General,VMC,Takeoff,Substantial,2
Schweizer SGS-1-36,General,VMC,Takeoff,Substantial,2
Beech C-99,General,VMC,Cruise,Destroyed,2
Schweizer SGS-1-35C,General,VMC,Cruise,Substantial,2
Schweizer SGS-1-35,General,VMC,Landing,Substantial,2
Beech C-90,General,IMC,Approach,Destroyed,2
Schweizer SGS-2-33A,General,VMC,Takeoff,Substantial,2
Beech C23,General,VMC,Climb,Destroyed,2
Schweizer SGS-233A,General,VMC,Approach,Substantial,2
Beech B36TC,General,IMC,Approach,Substantial,2
Beech B36TC,General,IMC,Approach,Destroyed,2
Beech C23,General,VMC,Go_around,Destroyed,2
Beech C23,General,VMC,Unknown,Substantial,2
Beech C23,Unknown,UNK,Unknown,Substantial,2
Beech C24R,General,IMC,Approach,Substantial,2
Beech B35,Mechanical Failure,VMC,Unknown,Substantial,2
Beech B35,Human Error,VMC,Unknown,Substantial,2
Schweizer SGS1-36,General,VMC,Landing,Substantial,2
Beech B35,General,VMC,Landing,Substantial,2
Beech C24R,General,VMC,Approach,Destroyed,2
Schleicher.Alexander.Gmbh.&.Co ASH 26 E,Human Error,VMC,Unknown,Substantial,2
Schweizer SGS126,Human Error,VMC,Unknown,Substantial,2
Beech B300,Unknown,UNK,Unknown,Substantial,2
Aerospatiale ATR-72-212,General,VMC,Cruise,Minor,2
Aerospatiale ATR-72-212,General,VMC,Cruise,Unknown,2
Schweizer SGS-1-26B,General,VMC,Maneuvering,Destroyed,2
Beech C-23,General,VMC,Taxi,Substantial,2
Schweizer SGS 1-36,Human Error,VMC,Unknown,Substantial,2
Schweizer 269C,General,VMC,Approach,Destroyed,2
Schweizer 269C,General,IMC,Cruise,Substantial,2
Schweizer SGS 2 32,Human Error,VMC,Unknown,Substantial,2
Schweizer 269-C,General,VMC,Landing,Substantial,2
Beech BE77,General,VMC,Takeoff,Substantial,2
Aerospatiale SA-315,General,VMC,Maneuvering,Substantial,2
Schweizer 2-33A,General,VMC,Landing,Substantial,2
Waco UIC,General,VMC,Landing,Substantial,2
Schweizer 2-33-A,General,VMC,Approach,Substantial,2
Schweizer 2-33,General,VMC,Landing,Substantial,2
Schweizer SGS 2-32,General,VMC,Maneuvering,Substantial,2
Schweizer SGS 2-33,General,VMC,Maneuvering,Substantial,2
Beech B95A,General,VMC,Takeoff,Destroyed,2
Beech B95,General,VMC,Maneuvering,Destroyed,2
Beech C-45H,General,VMC,Maneuvering,Destroyed,2
Beech C-24R,General,VMC,Landing,Substantial,2
Beech C-35,General,VMC,Cruise,Substantial,2
Waco SRE,Human Error,VMC,Unknown,Substantial,2
Schweizer SGS 2-33A,General,VMC,Maneuvering,Substantial,2
Beech B90,Human Error,VMC,Unknown,Substantial,2
Schweizer SGS 2-33A,Unknown,UNK,Unknown,Substantial,2
Beech B90,General,VMC,Landing,Substantial,2
Waco SRE,General,VMC,Landing,Substantial,2
Beech B90,General,VMC,Cruise,Destroyed,2
Waco RNF,General,VMC,Takeoff,Substantial,2
Beech B90,General,VMC,Approach,Substantial,2
Beech C-45H,General,VMC,Approach,Substantial,2
Beech C-45H,General,VMC,Cruise,Substantial,2
Beech B60,Human Error,VMC,Unknown,Substantial,2
Aerostar.International RX 8,General,VMC,Landing,Unknown,2
Beech A23-24,General,VMC,Taxi,Substantial,2
Beech A23-24,General,VMC,Go_around,Destroyed,2
Sikorsky S-76A,General,VMC,Approach,Substantial,2
Beech 76,Human Error,VMC,Unknown,Destroyed,2
Beech 76,Mechanical Failure,VMC,Unknown,Substantial,2
Sikorsky S-76A,General,VMC,Cruise,Substantial,2
Beech 77,General,IMC,Cruise,Destroyed,2
Beech V35TC,General,VMC,Approach,Destroyed,2
Beech 77,General,VMC,Cruise,Destroyed,2
Beech V35B,Human Error,VMC,Unknown,Destroyed,2
Beech V35B,General,IMC,Descent,Substantial,2
Beech V35B,Human Error,IMC,Unknown,Substantial,2
Beech V35B,General,VMC,Standing,Substantial,2
Beech V35B,General,VMC,Maneuvering,Substantial,2
Beech 77,General,VMC,Taxi,Substantial,2
Beech V35B,General,VMC,Descent,Substantial,2
Sikorsky S-76A,General,IMC,Approach,Destroyed,2
Beech 76,General,VMC,Go_around,Substantial,2
Beech 76,General,VMC,Go_around,Destroyed,2
Beechcraft 390,Human Error,VMC,Unknown,Substantial,2
Beech 65-B80,General,VMC,Takeoff,Substantial,2
Beech 65-B80,General,IMC,Approach,Substantial,2
Beech 65-A90,Human Error,VMC,Unknown,Substantial,2
Beech 65-A90,General,VMC,Takeoff,Substantial,2
Sikorsky S-76C,Human Error,VMC,Unknown,Substantial,2
Aerospatiale AS 355F,General,VMC,Takeoff,Destroyed,2
Beech 65-A90,General,IMC,Landing,Substantial,2
Beech 65-A90,General,IMC,Cruise,Destroyed,2
Beechcraft F33A,Mechanical Failure,VMC,Unknown,Substantial,2
Rotorway EXEC 162F,Human Error,VMC,Unknown,Substantial,2
Varga.Aircraft.Corp. 2150A,Human Error,VMC,Unknown,Substantial,2
Sikorsky S-92A,Unknown,UNK,Unknown,Unknown,2
Rotorway EXEC,Unknown,UNK,Unknown,Substantial,2
Rotorway EXEC,Unknown,UNK,Unknown,Destroyed,2
Beech V35B,General,IMC,Maneuvering,Destroyed,2
Beech 77,Unknown,VMC,Unknown,Substantial,2
Short.Brothers SC7,General,VMC,Landing,Substantial,2
Beech V-35,General,VMC,Approach,Substantial,2
Beech V35,General,IMC,Cruise,Destroyed,2
Beech V35,General,IMC,Approach,Substantial,2
Beech V-35B,General,VMC,Takeoff,Substantial,2
Beech V-35B,General,VMC,Cruise,Destroyed,2
Aerospatiale AS-350B,General,VMC,Maneuvering,Destroyed,2
Aerospatiale AS-350B,General,VMC,Maneuvering,Substantial,2
Beech 95 C55,Human Error,VMC,Unknown,Substantial,2
Beech V35A-TC,General,VMC,Approach,Substantial,2
Weatherly 620,Human Error,VMC,Unknown,Substantial,2
Weatherly 620,General,VMC,Maneuvering,Destroyed,2
Beech 95-55,General,VMC,Approach,Destroyed,2
Beech 95-55,General,VMC,Approach,Substantial,2
Aerotek ZUNI,General,VMC,Approach,Substantial,2
Aerospatiale AS-350D,General,VMC,Maneuvering,Substantial,2
Sikorsky S-58J,General,VMC,Maneuvering,Substantial,2
Aerotrike SAFARI,Human Error,VMC,Unknown,Substantial,2
Beech 95 55,Human Error,VMC,Unknown,Substantial,2
Beech V35,Mechanical Failure,VMC,Unknown,Minor,2
Beech V35,Unknown,UNK,Unknown,Substantial,2
Beech 95,General,VMC,Takeoff,Substantial,2
Beech V35,Unknown,VMC,Unknown,Substantial,2
Beech 95,General,VMC,Takeoff,Destroyed,2
Weatherly.Aviation.Co.Inc 620B,Mechanical Failure,VMC,Unknown,Substantial,2
Beech 95,General,VMC,Cruise,Substantial,2
Beech V35A,General,IMC,Approach,Destroyed,2
Beech V35A,General,IMC,Cruise,Destroyed,2
Sikorsky S-61A,General,VMC,Maneuvering,Destroyed,2
Beech V35A,General,VMC,Approach,Substantial,2
Beech V35A,General,VMC,Descent,Substantial,2
Sikorsky S-61N,Unknown,VMC,Unknown,Substantial,2
Beech V35A,Human Error,VMC,Unknown,Substantial,2
Beech 65-90,General,VMC,Landing,Substantial,2
Rotorway EXEC,General,VMC,Maneuvering,Substantial,2
Beech 65-90,General,VMC,Cruise,Substantial,2
Beech 58P,General,IMC,Cruise,Destroyed,2
Bell 206-B,General,VMC,Maneuvering,Destroyed,2
Beech 58,Human Error,VMC,Unknown,Destroyed,2
Beech 58,Human Error,VMC,Unknown,Minor,2
Beech 58,Other,VMC,Unknown,Substantial,2
Beech 58,Unknown,IMC,Unknown,Destroyed,2
Bell 206 L3,General,VMC,Unknown,Substantial,2
Beech 58P,General,IMC,Go_around,Destroyed,2
Varga 2150A,General,VMC,Takeoff,Substantial,2
Bell 206 L-1,General,VMC,Cruise,Destroyed,2
Beech 58P,General,IMC,Maneuvering,Destroyed,2
Beech 58P,General,VMC,Approach,Destroyed,2
Beech 58P,General,VMC,Cruise,Substantial,2
Beech 58P,General,VMC,Landing,Destroyed,2
Bell 206 - L4,Unknown,UNK,Unknown,Unknown,2
Beech 58,General,VMC,Unknown,Substantial,2
Beech 58,General,VMC,Landing,Destroyed,2
Weston SEA-ERA,Human Error,VMC,Unknown,Substantial,2
Beech 58,General,VMC,Go_around,Destroyed,2
Beech 58,General,VMC,Climb,Destroyed,2
Beech 58,General,UNK,Unknown,Destroyed,2
Silverlight.Aviation.Llc AR-1,Unknown,VMC,Unknown,Substantial,2
Bell 206-B3,General,VMC,Unknown,Destroyed,2
Beech 58,General,IMC,Takeoff,Destroyed,2
Beech 58,General,IMC,Maneuvering,Destroyed,2
Beech 58,General,IMC,Landing,Destroyed,2
Bell 206-BIII,General,VMC,Takeoff,Substantial,2
Beech 56TC,General,VMC,Takeoff,Substantial,2
Beech 55,Unknown,VMC,Unknown,Substantial,2
Aeronca O-58B,General,VMC,Takeoff,Substantial,2
Bell 206-L1,General,VMC,Approach,Substantial,2
Bell 206-L1,General,VMC,Maneuvering,Destroyed,2
Beech 58P,General,VMC,Maneuvering,Destroyed,2
Vans.Aircraft.Inc RV-12,Human Error,VMC,Unknown,Destroyed,2
Agusta A109,Unknown,UNK,Unknown,Substantial,2
"Rotec.Engineering,.Inc. RALLY 3",General,VMC,Landing,Substantial,2
Belcher.William.B.Ii FIRESTAR,Human Error,VMC,Unknown,Substantial,2
Beech 65-80,General,VMC,Landing,Substantial,2
Varga 2150A,General,VMC,Maneuvering,Substantial,2
Rotorsport.Uk.Ltd MTOsport 2017,Unknown,VMC,Unknown,Substantial,2
Beech 65,General,VMC,Cruise,Substantial,2
Bell 204B,General,VMC,Cruise,Destroyed,2
Bell 204B,General,VMC,Maneuvering,Destroyed,2
Bell 204B,General,VMC,Maneuvering,Substantial,2
Beech 65,General,IMC,Cruise,Destroyed,2
Bell 204B,General,VMC,Unknown,Substantial,2
Beech 60,Human Error,VMC,Unknown,Substantial,2
Beech 60,Human Error,VMC,Unknown,Destroyed,2
Bell 205,Human Error,VMC,Unknown,Substantial,2
Bell 205,Unknown,UNK,Unknown,Substantial,2
Beech 60,General,VMC,Takeoff,Destroyed,2
Bell 206 - B,Unknown,UNK,Unknown,Substantial,2
